,Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary
,40899618,OMOP2097580,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,40868545,OMOP2066507,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,41305186,OMOP2503148,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,35747641,OMOP2749102,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41012113,OMOP2210075,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40980801,OMOP2178763,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35751744,OMOP2753205,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44115754,OMOP1110385,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35751745,OMOP2753206,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35768481,OMOP2769942,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35755987,OMOP2757448,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44089912,OMOP1084543,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35747645,OMOP2749106,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40848633,OMOP2046595,Ceftazidime,Branded Drug,Non-Standard,0,0,Drug,RxNorm Extension
,41066702,OMOP2264664,Ceftazidime,Branded Drug Box,Non-Standard,0,0,Drug,RxNorm Extension
,40942117,OMOP2140079,Ceftazidime,Branded Drug Box,Non-Standard,0,0,Drug,RxNorm Extension
,41066701,OMOP2264663,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40848631,OMOP2046593,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41137399,OMOP2335361,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40848632,OMOP2046594,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41066700,OMOP2264662,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41129558,OMOP2327520,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,40856249,OMOP2054211,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41223175,OMOP2421137,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41106006,OMOP2303968,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36268356,OMOP3119231,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36265760,OMOP3116635,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36258680,OMOP3109555,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36258101,OMOP3108976,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36263204,OMOP3114079,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36258925,OMOP3109800,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41035507,OMOP2233469,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40848630,OMOP2046592,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41231081,OMOP2429043,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41129557,OMOP2327519,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,40918452,OMOP2116414,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41098213,OMOP2296175,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40879786,OMOP2077748,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,40980802,OMOP2178764,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41161004,OMOP2358966,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41316486,OMOP2514448,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41161003,OMOP2358965,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41285198,OMOP2483160,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41292971,OMOP2490933,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40942116,OMOP2140078,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40825915,OMOP2023877,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44112631,OMOP1107262,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44073956,OMOP1068587,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44077026,OMOP1071657,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44102946,OMOP1097577,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44048181,OMOP1042812,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44061160,OMOP1055791,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44064320,OMOP1058951,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40025019,201807,Ceftazidime,Branded Drug,Non-Standard,0,0,Drug,RxNorm
,41223178,OMOP2421140,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35758632,OMOP2760093,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35751742,OMOP2753203,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41223177,OMOP2421139,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41285197,OMOP2483159,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35751743,OMOP2753204,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36265761,OMOP3116636,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36263763,OMOP3114638,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41316485,OMOP2514447,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41316484,OMOP2514446,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35750290,OMOP2751751,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40025020,105181,Ceftazidime,Branded Drug,Non-Standard,0,0,Drug,RxNorm
,35766947,OMOP2768408,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35747640,OMOP2749101,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36263858,OMOP3114733,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35768478,OMOP2769939,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40910803,OMOP2108765,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41223176,OMOP2421138,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44123678,OMOP1118309,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,44112630,OMOP1107261,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44038173,OMOP1032804,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44048183,OMOP1042814,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44038175,OMOP1032806,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44960800,781317796,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45267975,781317780,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45102099,44567023525,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44891196,264314311,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,46330714,25021012766,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,42844083,52565011212,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44930571,25021012720,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44957721,69001102,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45338068,10019069127,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,21034210,OMOP388755,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,21063745,OMOP388764,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,21142254,OMOP388765,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21122490,OMOP388766,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21073656,OMOP388760,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21083374,OMOP388759,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21024506,OMOP388757,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21083373,OMOP388756,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21073657,OMOP388761,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21083375,OMOP388762,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,21044126,OMOP388763,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21171759,OMOP388753,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43296067,OMOP553429,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43274507,OMOP553430,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43285275,OMOP553432,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21112866,OMOP388752,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43274506,OMOP553428,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21122489,OMOP388751,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21024505,OMOP388750,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43274508,OMOP553431,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21112867,OMOP388754,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35412317,OMOP1145902,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35411513,OMOP1145098,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35407165,OMOP1140750,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35411512,OMOP1145097,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35406874,OMOP1140459,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35411887,OMOP1145472,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35412316,OMOP1145901,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35408423,OMOP1142008,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35407143,OMOP1140728,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35407642,OMOP1141227,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35411510,OMOP1145095,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35407142,OMOP1140727,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35412314,OMOP1145899,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35410736,OMOP1144321,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35411009,OMOP1144594,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35406873,OMOP1140458,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35408751,OMOP1142336,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35406872,OMOP1140457,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35408422,OMOP1142007,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35409962,OMOP1143547,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35406800,OMOP1140385,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35409544,OMOP1143129,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35406871,OMOP1140456,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35411509,OMOP1145094,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35408750,OMOP1142335,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35406870,OMOP1140455,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35406869,OMOP1140454,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35408694,OMOP1142279,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,42844082,52565011001,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45162771,173043400,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44947530,24987037810,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,42844079,52565010601,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45032640,24987043400,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44969099,55154112505,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45265547,173041200,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44913627,24987041200,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,21034212,OMOP388772,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,21142257,OMOP388774,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,21024507,OMOP388775,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21142256,OMOP388773,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35407641,OMOP1141226,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35407640,OMOP1141225,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35407101,OMOP1140686,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36276000,OMOP3126875,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36261321,OMOP3112196,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21142255,OMOP388767,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,21073658,OMOP388770,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,21063746,OMOP388771,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21034211,OMOP388768,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44959659,409508216,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45010776,409508252,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45129914,409509252,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44942930,409509216,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,40107472,563957,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
,21093133,OMOP388747,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36888849,OMOP995230,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,36884925,OMOP998892,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,36881127,OMOP1007080,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,35743448,OMOP2744909,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35772821,OMOP2774282,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35772822,OMOP2774283,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35772823,OMOP2774284,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35768479,OMOP2769940,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35768480,OMOP2769941,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35743451,OMOP2744912,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36892810,OMOP1002012,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,35743450,OMOP2744911,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35755986,OMOP2757447,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35772825,OMOP2774286,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35760137,OMOP2761598,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35751746,OMOP2753207,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35772824,OMOP2774285,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43138258,OMOP477940,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43171331,OMOP477941,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43193282,OMOP477942,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43193283,OMOP477943,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43204291,OMOP477944,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43149196,OMOP477945,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35407643,OMOP1141228,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35411511,OMOP1145096,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35411730,OMOP1145315,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35409211,OMOP1142796,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35412315,OMOP1145900,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35411845,OMOP1145430,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43160430,OMOP477946,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43204292,OMOP477947,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43138259,OMOP477948,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43182321,OMOP477949,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43204293,OMOP477950,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43215155,OMOP477951,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43171332,OMOP477952,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43182322,OMOP477953,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43182323,OMOP477954,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43149197,OMOP477955,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43182324,OMOP477957,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43182325,OMOP477958,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43215156,OMOP477956,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43171333,OMOP477959,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43171334,OMOP477960,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43171335,OMOP477961,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43138260,OMOP477962,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43171336,OMOP477963,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43149198,OMOP477964,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36894894,OMOP998296,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36887045,OMOP1003095,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43204294,OMOP477965,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35747639,OMOP2749100,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43215157,OMOP477966,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43171337,OMOP477967,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43182326,OMOP477968,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35775435,OMOP2776896,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,35746150,OMOP2747611,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,35755983,OMOP2757444,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35755984,OMOP2757445,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40829669,OMOP2027631,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,44029015,OMOP1023646,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,4189772,375645008,Ceftazidime,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
,40025016,392966,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,40025017,388594,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
,40983148,OMOP2181110,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,41110690,OMOP2308652,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40923121,OMOP2121083,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40899617,OMOP2097579,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,41086990,OMOP2284952,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,41086991,OMOP2284953,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,41274067,OMOP2472029,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,41274066,OMOP2472028,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,41223174,OMOP2421136,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,40942115,OMOP2140077,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41285196,OMOP2483158,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41004467,OMOP2202429,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,40973079,OMOP2171041,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,41254161,OMOP2452123,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,45333651,1730377,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,45046689,24987378,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,45316741,1730378,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,44961437,24987377,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,42835437,525650106,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,42835436,525650105,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,45812748,249870377,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,45812749,249870378,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,36494109,519520016,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,36494110,519520017,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,44641829,OMOP188798,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,DPD
,44545950,OMOP145675,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,DPD
,4294464,384919000,Ceftazidime,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
,44626234,OMOP206862,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,DPD
,4275541,4001413#4275541,Ceftazidime,VA Product,Non-Standard,0,0,Drug,VA Product
,42548424,MTHU002445,Ceftazidime,VA Product,Non-Standard,0,0,Drug,VA Product
,42854023,N0000149667,Ceftazidime,VA Product,Non-Standard,0,0,Drug,VA Product
,40025021,349693,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,40025022,346526,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
,45131696,24987435,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,42835441,525650111,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,45812757,249870435,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,36494114,519520021,Ceftazidime,9-digit NDC,Non-Standard,0,0,Drug,NDC
,40025023,349692,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,40025024,346525,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
,36885366,OMOP999959,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43712858,OMOP672060,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36893785,OMOP996716,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43677208,OMOP672061,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43659196,OMOP672062,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,1776760,342884,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,19058222,567246,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
,19046399,567247,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
,45365095,65862018002,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45082174,10019069203,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,19074939,309083,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
,44880814,43858014301,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45355254,10402000510,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45119105,43858014300,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45299065,69001201,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45214141,173037935,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44890513,173041500,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,45145638,173041700,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,19032308,206408,Ceftazidime,Branded Drug,Non-Standard,0,0,Drug,RxNorm
,19032309,206409,Ceftazidime,Branded Drug,Non-Standard,0,0,Drug,RxNorm
,44916851,51952037901,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44952259,55154111705,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
,44873312,173037934,Ceftazidime,11-digit NDC,Non-Standard,0,0,Drug,NDC
